sub_region_1,iso_3166_2_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,09/11/2021,-10,14,5,-23,-15,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,10/11/2021,-12,13,-16,-26,-14,5
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,11/11/2021,-10,15,1,-22,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,12/11/2021,-11,13,21,-19,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,13/11/2021,-11,8,17,-17,-9,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,14/11/2021,-23,-5,-28,-25,-9,5
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,15/11/2021,-19,1,-30,-28,-17,6
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,16/11/2021,-7,17,14,-20,-14,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,17/11/2021,-9,16,-1,-23,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,18/11/2021,-9,14,5,-21,-14,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,19/11/2021,-12,13,5,-20,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,20/11/2021,-13,7,4,-19,-9,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,21/11/2021,-17,-3,-6,-20,-7,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,22/11/2021,-13,11,-12,-24,-16,5
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,23/11/2021,-11,13,-5,-24,-15,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,24/11/2021,-8,17,8,-22,-13,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,25/11/2021,-15,7,-27,-26,-15,5
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,26/11/2021,-7,17,13,-18,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,27/11/2021,-10,9,1,-18,-8,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,28/11/2021,-12,2,10,-14,-5,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,29/11/2021,-10,14,-2,-23,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,30/11/2021,-8,16,4,-22,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,01/12/2021,-8,21,-2,-23,-13,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,02/12/2021,-8,18,-2,-22,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,03/12/2021,-10,17,6,-22,-13,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,04/12/2021,-13,10,3,-19,-8,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,05/12/2021,-13,5,10,-13,-3,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,06/12/2021,-5,20,8,-24,-16,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,07/12/2021,4,34,22,-20,-16,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,08/12/2021,-35,-29,-8,-55,-78,26
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,09/12/2021,-10,23,-10,-25,-15,5
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,10/12/2021,-13,16,-9,-26,-15,6
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,11/12/2021,-12,12,6,-20,-5,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,12/12/2021,-13,8,10,-14,3,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,13/12/2021,-7,21,-3,-24,-12,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,14/12/2021,-4,23,8,-22,-12,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,15/12/2021,-1,26,3,-22,-11,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,16/12/2021,-2,24,0,-26,-14,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,17/12/2021,-6,21,1,-21,-11,4
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,18/12/2021,-8,15,0,-18,-5,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,19/12/2021,-7,18,3,-15,7,2
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,20/12/2021,3,30,-1,-24,-13,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,21/12/2021,6,37,3,-22,-14,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,22/12/2021,6,44,-1,-23,-14,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,23/12/2021,10,60,0,-22,-20,3
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,24/12/2021,-11,55,-4,-41,-58,15
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,25/12/2021,-74,-84,-49,-64,-68,10
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,26/12/2021,-51,-50,-24,-36,-28,7
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,27/12/2021,-10,26,-9,-42,-47,13
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,28/12/2021,-9,28,15,-38,-45,12
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,29/12/2021,-10,33,18,-39,-45,12
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,30/12/2021,-10,47,8,-38,-49,13
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,31/12/2021,-26,37,19,-45,-64,17
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,01/01/2022,-70,-83,3,-54,-70,13
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,02/01/2022,-33,-4,-10,-27,-17,6
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,03/01/2022,-19,24,2,-43,-48,14
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,04/01/2022,-20,25,-9,-44,-47,15
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,05/01/2022,-10,42,5,-42,-47,13
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,06/01/2022,-31,-25,36,-55,-81,24
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,07/01/2022,-23,21,9,-45,-56,19
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,08/01/2022,-31,0,-13,-38,-29,9
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,09/01/2022,-36,-11,-24,-35,-12,8
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,10/01/2022,-22,18,-14,-37,-21,9
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,11/01/2022,-21,20,-3,-36,-21,9
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,12/01/2022,-22,18,-9,-37,-21,10
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,13/01/2022,-23,16,-11,-37,-21,10
Piedmont,IT-21,ChIJZ7GdATt0h0cR_zsS8u24x7w,14/01/2022,-25,13,-5,-36,-20,11
